feature,mutual_information,rf_importance,l1_abs_coef,mi_norm,rf_norm,l1_norm,consensus_score,selected_by_l1
sensor_12_mean_10,0.27179822754395433,0.005987009404965537,0.7611487469348505,0.7434746081721771,0.06762671992086858,0.016557392817793205,0.275886240303613,True
sensor_7_min_10,0.29019504492941395,0.0018152050240555905,0.5456730613367502,0.7937971092453594,0.020503786357667756,0.01187011508988751,0.27539033689763825,True
sensor_7_lag_1,0.22137798657304386,0.0007191769896705084,9.570996547898433,0.6055555009045174,0.008123518365219743,0.20819944871414361,0.27395948932796027,True
sensor_13,0.14440931380103494,0.0007241932754868514,18.494742414249856,0.39501603437526006,0.008180180203042061,0.4023191478010103,0.2685051207931041,True
sensor_20_lag_1,0.2027061725165067,0.0005290948369308025,10.585038458636351,0.5544807762273568,0.005976430957168837,0.2302580677651586,0.2635717583165614,True
sensor_21_mean_20,0.28043367495655924,0.0018159195954338292,0.0,0.767095939111282,0.020511857852998888,0.0,0.26253593232142697,False
sensor_20_min_20,0.2578234663923573,0.001277690976447029,2.940212487655506,0.7052481628955862,0.014432255566183081,0.06395892172448135,0.2612131133954169,True
sensor_7_min_5,0.2741411595135279,0.0014423736708052237,0.6351010732461077,0.749883444770536,0.016292441460987055,0.013815457216587822,0.25999711448270363,True
sensor_11_lag_1,0.25930314831187107,0.0008404406418473584,2.660825589438147,0.7092956724958909,0.009493261167952599,0.05788137296603142,0.2588901022099583,True
sensor_11_mean_20,0.27758651310407734,0.0013584130445623726,0.0,0.7593078362902861,0.015344057823808068,0.0,0.2582172980380314,False
sensor_3_mean_5,0.2693124455700353,0.0031542734611058956,0.0,0.7366750208615422,0.0356293356965697,0.0,0.25743478551937066,False
sensor_12_ewm_10,0.27068926280249594,0.0017341534754169228,0.0,0.7404411552535072,0.019588262427741445,0.0,0.2533431392270829,False
sensor_7_max_5,0.270176951685962,0.0012884041162309968,0.0,0.7390397836917086,0.01455326665112352,0.0,0.25119768344761073,False
sensor_12_max_10,0.2700321099690115,0.0008899296293043875,0.0,0.7386435848653593,0.010052267788377834,0.0,0.24956528421791238,False
sensor_14,0.13261163322349678,0.010969962561972291,11.983127563894502,0.3627447571708963,0.12391204615540176,0.2606709280677686,0.24910924379802224,True
sensor_2_min_5,0.26254081686866915,0.002196797751803247,0.0,0.7181519641038543,0.024814096026102222,0.0,0.24765535337665215,False
sensor_20_max_5,0.2533998042238794,0.00083222584363253,1.800438270711599,0.6931477142388219,0.009400470290153092,0.03916522731254242,0.2472378039471725,True
sensor_11_min_20,0.2552059943229481,0.002450664548539612,0.0,0.698088351594422,0.027681667729908,0.0,0.24192333977477665,False
sensor_20_min_10,0.2574544306548501,0.0015553469473796892,0.0,0.7042387056124244,0.017568539695793185,0.0,0.2406024151027392,False
sensor_20_max_10,0.25050541259143255,0.0009591075341053012,0.0,0.6852304194710248,0.010833672071592056,0.0,0.23202136384753894,False
sensor_2_max_5,0.24825230949169974,0.0014048238977781569,0.0,0.6790673000151612,0.015868295144883474,0.0,0.2316451983866816,False
sensor_4,0.24991544759001583,0.0009246946947739848,0.0,0.6836166341191955,0.010444959228547143,0.0,0.23135386444924755,False
sensor_20_min_5,0.24790397299405664,0.0013931020101954359,0.0,0.678114463260347,0.015735889672488002,0.0,0.23128345097761163,False
sensor_15_lag_1,0.21374185134485923,0.0007820276117334634,4.470384875715862,0.5846676801927131,0.008833452345209589,0.0972450112176098,0.23024871458517748,True
sensor_4_lag_1,0.24292993491021342,0.0008138228494331309,0.0,0.6645085209080526,0.009192597870010252,0.0,0.22456703959268762,False
sensor_15,0.22030012111481057,0.0006401531289572006,2.927027450797191,0.6026071167061962,0.00723089833841767,0.0636721054675285,0.22450337350404745,True
